position,layer,regime,fold,n_train,n_test,accuracy,roc_auc
answer,13,joint,actor_22_statement_01,92,4,0.5,0.75
answer,13,joint,actor_22_statement_02,92,4,0.5,1.0
answer,13,joint,actor_23_statement_01,92,4,0.5,0.75
answer,13,joint,actor_23_statement_02,92,4,0.25,0.0
answer,13,joint,actor_24_statement_01,92,4,0.5,0.75
answer,13,joint,actor_24_statement_02,92,4,0.75,0.75
answer,14,speaker,actor_01_statement_None,184,8,0.5,0.4375
answer,14,speaker,actor_02_statement_None,184,8,0.875,0.9375
answer,14,speaker,actor_03_statement_None,184,8,0.375,0.5
answer,14,speaker,actor_04_statement_None,184,8,0.875,0.75
answer,14,speaker,actor_05_statement_None,184,8,0.625,0.625
answer,14,speaker,actor_06_statement_None,184,8,0.875,1.0
answer,14,speaker,actor_07_statement_None,184,8,0.875,0.9375
answer,14,speaker,actor_08_statement_None,184,8,0.5,0.5
answer,14,speaker,actor_09_statement_None,184,8,0.625,0.6875
answer,14,speaker,actor_10_statement_None,184,8,0.75,0.8125
answer,14,speaker,actor_11_statement_None,184,8,0.875,1.0
answer,14,speaker,actor_12_statement_None,184,8,0.625,0.5625
answer,14,speaker,actor_13_statement_None,184,8,0.625,0.5625
answer,14,speaker,actor_14_statement_None,184,8,0.5,0.4375
answer,14,speaker,actor_15_statement_None,184,8,0.375,0.6875
answer,14,speaker,actor_16_statement_None,184,8,0.375,0.5
answer,14,speaker,actor_17_statement_None,184,8,0.75,0.75
answer,14,speaker,actor_18_statement_None,184,8,0.625,0.4375
answer,14,speaker,actor_19_statement_None,184,8,0.75,1.0
answer,14,speaker,actor_20_statement_None,184,8,0.75,0.9375
answer,14,speaker,actor_21_statement_None,184,8,0.5,0.4375
answer,14,speaker,actor_22_statement_None,184,8,0.75,1.0
answer,14,speaker,actor_23_statement_None,184,8,0.75,0.8125
answer,14,speaker,actor_24_statement_None,184,8,0.75,0.9375
answer,14,statement,actor_None_statement_01,96,96,0.5,0.6484375
answer,14,statement,actor_None_statement_02,96,96,0.53125,0.625
answer,14,joint,actor_01_statement_01,92,4,0.5,0.0
answer,14,joint,actor_01_statement_02,92,4,0.5,0.5
answer,14,joint,actor_02_statement_01,92,4,0.5,0.25
answer,14,joint,actor_02_statement_02,92,4,0.5,1.0
answer,14,joint,actor_03_statement_01,92,4,0.5,0.5
answer,14,joint,actor_03_statement_02,92,4,0.0,0.0
answer,14,joint,actor_04_statement_01,92,4,0.5,0.0
answer,14,joint,actor_04_statement_02,92,4,0.5,0.5
answer,14,joint,actor_05_statement_01,92,4,0.5,1.0
answer,14,joint,actor_05_statement_02,92,4,0.75,0.5
answer,14,joint,actor_06_statement_01,92,4,0.5,1.0
answer,14,joint,actor_06_statement_02,92,4,0.5,0.75
answer,14,joint,actor_07_statement_01,92,4,0.5,0.75
answer,14,joint,actor_07_statement_02,92,4,0.75,1.0
answer,14,joint,actor_08_statement_01,92,4,0.5,0.5
answer,14,joint,actor_08_statement_02,92,4,0.5,0.5
answer,14,joint,actor_09_statement_01,92,4,0.5,0.5
answer,14,joint,actor_09_statement_02,92,4,0.5,0.25
answer,14,joint,actor_10_statement_01,92,4,0.5,0.0
answer,14,joint,actor_10_statement_02,92,4,0.5,0.75
answer,14,joint,actor_11_statement_01,92,4,0.5,1.0
answer,14,joint,actor_11_statement_02,92,4,0.75,0.75
answer,14,joint,actor_12_statement_01,92,4,0.5,0.75
answer,14,joint,actor_12_statement_02,92,4,0.5,1.0
answer,14,joint,actor_13_statement_01,92,4,0.5,0.5
answer,14,joint,actor_13_statement_02,92,4,0.5,0.0
answer,14,joint,actor_14_statement_01,92,4,0.5,0.75
answer,14,joint,actor_14_statement_02,92,4,0.5,0.25
answer,14,joint,actor_15_statement_01,92,4,0.5,1.0
answer,14,joint,actor_15_statement_02,92,4,0.5,0.75
answer,14,joint,actor_16_statement_01,92,4,0.5,0.25
answer,14,joint,actor_16_statement_02,92,4,0.5,0.75
answer,14,joint,actor_17_statement_01,92,4,0.5,0.75
answer,14,joint,actor_17_statement_02,92,4,0.5,1.0
answer,14,joint,actor_18_statement_01,92,4,0.5,0.5
answer,14,joint,actor_18_statement_02,92,4,0.5,0.75
answer,14,joint,actor_19_statement_01,92,4,0.5,0.75
answer,14,joint,actor_19_statement_02,92,4,0.75,0.75
answer,14,joint,actor_20_statement_01,92,4,0.5,1.0
answer,14,joint,actor_20_statement_02,92,4,0.75,0.5
answer,14,joint,actor_21_statement_01,92,4,0.5,0.75
answer,14,joint,actor_21_statement_02,92,4,0.5,1.0
answer,14,joint,actor_22_statement_01,92,4,0.5,1.0
answer,14,joint,actor_22_statement_02,92,4,0.5,1.0
answer,14,joint,actor_23_statement_01,92,4,0.5,0.75
answer,14,joint,actor_23_statement_02,92,4,0.25,0.0
answer,14,joint,actor_24_statement_01,92,4,0.5,0.5
answer,14,joint,actor_24_statement_02,92,4,0.5,0.75
answer,15,speaker,actor_01_statement_None,184,8,0.5,0.4375
answer,15,speaker,actor_02_statement_None,184,8,0.875,0.9375
answer,15,speaker,actor_03_statement_None,184,8,0.5,0.5625
answer,15,speaker,actor_04_statement_None,184,8,0.875,0.75
answer,15,speaker,actor_05_statement_None,184,8,0.75,0.6875
answer,15,speaker,actor_06_statement_None,184,8,0.875,1.0
answer,15,speaker,actor_07_statement_None,184,8,0.875,0.9375
answer,15,speaker,actor_08_statement_None,184,8,0.75,0.6875
answer,15,speaker,actor_09_statement_None,184,8,0.625,0.625
answer,15,speaker,actor_10_statement_None,184,8,0.75,0.8125
answer,15,speaker,actor_11_statement_None,184,8,0.75,1.0
answer,15,speaker,actor_12_statement_None,184,8,0.625,0.5625
answer,15,speaker,actor_13_statement_None,184,8,0.5,0.25
answer,15,speaker,actor_14_statement_None,184,8,0.375,0.3125
answer,15,speaker,actor_15_statement_None,184,8,0.625,0.75
answer,15,speaker,actor_16_statement_None,184,8,0.375,0.375
answer,15,speaker,actor_17_statement_None,184,8,0.625,0.6875
answer,15,speaker,actor_18_statement_None,184,8,0.5,0.3125
answer,15,speaker,actor_19_statement_None,184,8,0.625,1.0
answer,15,speaker,actor_20_statement_None,184,8,0.75,0.9375
answer,15,speaker,actor_21_statement_None,184,8,0.375,0.375
answer,15,speaker,actor_22_statement_None,184,8,0.75,1.0
answer,15,speaker,actor_23_statement_None,184,8,0.75,0.75
answer,15,speaker,actor_24_statement_None,184,8,0.75,0.9375
answer,15,statement,actor_None_statement_01,96,96,0.5,0.6449652777777778
answer,15,statement,actor_None_statement_02,96,96,0.6041666666666666,0.6336805555555556
answer,15,joint,actor_01_statement_01,92,4,0.5,0.5
answer,15,joint,actor_01_statement_02,92,4,0.5,0.5
answer,15,joint,actor_02_statement_01,92,4,0.5,0.25
answer,15,joint,actor_02_statement_02,92,4,0.5,0.75
answer,15,joint,actor_03_statement_01,92,4,0.5,0.5
answer,15,joint,actor_03_statement_02,92,4,0.25,0.0
answer,15,joint,actor_04_statement_01,92,4,0.5,0.0
answer,15,joint,actor_04_statement_02,92,4,0.5,1.0
answer,15,joint,actor_05_statement_01,92,4,0.5,1.0
answer,15,joint,actor_05_statement_02,92,4,0.75,0.5
answer,15,joint,actor_06_statement_01,92,4,0.5,1.0
answer,15,joint,actor_06_statement_02,92,4,0.5,0.75
answer,15,joint,actor_07_statement_01,92,4,0.5,0.5
answer,15,joint,actor_07_statement_02,92,4,1.0,1.0
answer,15,joint,actor_08_statement_01,92,4,0.5,0.75
answer,15,joint,actor_08_statement_02,92,4,0.75,0.5
answer,15,joint,actor_09_statement_01,92,4,0.5,0.5
answer,15,joint,actor_09_statement_02,92,4,0.25,0.25
answer,15,joint,actor_10_statement_01,92,4,0.5,0.0
answer,15,joint,actor_10_statement_02,92,4,0.5,0.5
answer,15,joint,actor_11_statement_01,92,4,0.5,1.0
answer,15,joint,actor_11_statement_02,92,4,0.75,1.0
answer,15,joint,actor_12_statement_01,92,4,0.5,0.25
answer,15,joint,actor_12_statement_02,92,4,0.5,1.0
answer,15,joint,actor_13_statement_01,92,4,0.5,0.5
answer,15,joint,actor_13_statement_02,92,4,0.25,0.5
answer,15,joint,actor_14_statement_01,92,4,0.5,0.75
answer,15,joint,actor_14_statement_02,92,4,0.5,0.75
answer,15,joint,actor_15_statement_01,92,4,0.5,1.0
answer,15,joint,actor_15_statement_02,92,4,0.5,0.75
answer,15,joint,actor_16_statement_01,92,4,0.5,0.25
answer,15,joint,actor_16_statement_02,92,4,0.5,0.25
answer,15,joint,actor_17_statement_01,92,4,0.5,0.75
answer,15,joint,actor_17_statement_02,92,4,0.5,1.0
answer,15,joint,actor_18_statement_01,92,4,0.5,0.5
answer,15,joint,actor_18_statement_02,92,4,0.75,0.5
answer,15,joint,actor_19_statement_01,92,4,0.5,0.75
answer,15,joint,actor_19_statement_02,92,4,0.5,0.5
answer,15,joint,actor_20_statement_01,92,4,0.5,1.0
answer,15,joint,actor_20_statement_02,92,4,0.75,0.75
answer,15,joint,actor_21_statement_01,92,4,0.5,0.5
answer,15,joint,actor_21_statement_02,92,4,0.75,1.0
answer,15,joint,actor_22_statement_01,92,4,0.5,1.0
answer,15,joint,actor_22_statement_02,92,4,1.0,1.0
answer,15,joint,actor_23_statement_01,92,4,0.5,1.0
answer,15,joint,actor_23_statement_02,92,4,0.25,0.0
answer,15,joint,actor_24_statement_01,92,4,0.5,0.75
answer,15,joint,actor_24_statement_02,92,4,0.5,0.5
answer,16,speaker,actor_01_statement_None,184,8,0.625,0.4375
answer,16,speaker,actor_02_statement_None,184,8,0.875,0.875
answer,16,speaker,actor_03_statement_None,184,8,0.625,0.625
answer,16,speaker,actor_04_statement_None,184,8,0.875,0.875
answer,16,speaker,actor_05_statement_None,184,8,0.75,0.75
answer,16,speaker,actor_06_statement_None,184,8,0.875,1.0
answer,16,speaker,actor_07_statement_None,184,8,1.0,1.0
answer,16,speaker,actor_08_statement_None,184,8,0.625,0.8125
answer,16,speaker,actor_09_statement_None,184,8,0.625,0.6875
answer,16,speaker,actor_10_statement_None,184,8,0.5,0.8125
answer,16,speaker,actor_11_statement_None,184,8,0.75,1.0
answer,16,speaker,actor_12_statement_None,184,8,0.75,0.75
answer,16,speaker,actor_13_statement_None,184,8,0.625,0.5
answer,16,speaker,actor_14_statement_None,184,8,0.375,0.3125
answer,16,speaker,actor_15_statement_None,184,8,0.5,0.5625
answer,16,speaker,actor_16_statement_None,184,8,0.375,0.5
answer,16,speaker,actor_17_statement_None,184,8,0.75,0.6875
answer,16,speaker,actor_18_statement_None,184,8,0.625,0.5625
answer,16,speaker,actor_19_statement_None,184,8,0.625,0.5
answer,16,speaker,actor_20_statement_None,184,8,0.875,0.9375
answer,16,speaker,actor_21_statement_None,184,8,0.375,0.5
answer,16,speaker,actor_22_statement_None,184,8,1.0,1.0
answer,16,speaker,actor_23_statement_None,184,8,0.875,1.0
answer,16,speaker,actor_24_statement_None,184,8,0.875,0.875
answer,16,statement,actor_None_statement_01,96,96,0.5,0.6032986111111112
answer,16,statement,actor_None_statement_02,96,96,0.5,0.625
answer,16,joint,actor_01_statement_01,92,4,0.5,0.75
answer,16,joint,actor_01_statement_02,92,4,0.5,0.25
answer,16,joint,actor_02_statement_01,92,4,0.5,0.0
answer,16,joint,actor_02_statement_02,92,4,0.5,1.0
answer,16,joint,actor_03_statement_01,92,4,0.5,0.75
answer,16,joint,actor_03_statement_02,92,4,0.5,0.0
answer,16,joint,actor_04_statement_01,92,4,0.5,0.0
answer,16,joint,actor_04_statement_02,92,4,0.5,0.75
answer,16,joint,actor_05_statement_01,92,4,0.5,0.75
answer,16,joint,actor_05_statement_02,92,4,0.5,0.0
answer,16,joint,actor_06_statement_01,92,4,0.5,0.5
answer,16,joint,actor_06_statement_02,92,4,0.75,1.0
answer,16,joint,actor_07_statement_01,92,4,0.5,0.5
answer,16,joint,actor_07_statement_02,92,4,0.5,1.0
answer,16,joint,actor_08_statement_01,92,4,0.5,1.0
answer,16,joint,actor_08_statement_02,92,4,0.75,0.5
answer,16,joint,actor_09_statement_01,92,4,0.5,0.75
answer,16,joint,actor_09_statement_02,92,4,0.25,0.0
answer,16,joint,actor_10_statement_01,92,4,0.5,0.0
answer,16,joint,actor_10_statement_02,92,4,0.5,0.5
answer,16,joint,actor_11_statement_01,92,4,0.5,1.0
answer,16,joint,actor_11_statement_02,92,4,0.5,1.0
answer,16,joint,actor_12_statement_01,92,4,0.5,0.5
answer,16,joint,actor_12_statement_02,92,4,1.0,1.0
answer,16,joint,actor_13_statement_01,92,4,0.5,0.75
answer,16,joint,actor_13_statement_02,92,4,0.5,1.0
answer,16,joint,actor_14_statement_01,92,4,0.5,0.5
answer,16,joint,actor_14_statement_02,92,4,0.5,0.5
answer,16,joint,actor_15_statement_01,92,4,0.5,1.0
answer,16,joint,actor_15_statement_02,92,4,0.25,0.0
answer,16,joint,actor_16_statement_01,92,4,0.5,0.25
answer,16,joint,actor_16_statement_02,92,4,0.5,0.25
answer,16,joint,actor_17_statement_01,92,4,0.5,1.0
answer,16,joint,actor_17_statement_02,92,4,0.75,1.0
answer,16,joint,actor_18_statement_01,92,4,0.5,0.5
answer,16,joint,actor_18_statement_02,92,4,0.75,1.0
answer,16,joint,actor_19_statement_01,92,4,0.5,0.75
answer,16,joint,actor_19_statement_02,92,4,0.5,0.5
answer,16,joint,actor_20_statement_01,92,4,0.5,1.0
answer,16,joint,actor_20_statement_02,92,4,0.5,0.5
answer,16,joint,actor_21_statement_01,92,4,0.5,0.25
answer,16,joint,actor_21_statement_02,92,4,0.5,1.0
answer,16,joint,actor_22_statement_01,92,4,0.5,0.75
answer,16,joint,actor_22_statement_02,92,4,0.5,1.0
answer,16,joint,actor_23_statement_01,92,4,0.5,1.0
answer,16,joint,actor_23_statement_02,92,4,0.25,0.0
answer,16,joint,actor_24_statement_01,92,4,0.5,0.25
answer,16,joint,actor_24_statement_02,92,4,0.5,0.5
answer,17,speaker,actor_01_statement_None,184,8,0.625,0.5
answer,17,speaker,actor_02_statement_None,184,8,1.0,1.0
answer,17,speaker,actor_03_statement_None,184,8,0.875,0.75
answer,17,speaker,actor_04_statement_None,184,8,0.75,0.8125
answer,17,speaker,actor_05_statement_None,184,8,0.75,0.6875
answer,17,speaker,actor_06_statement_None,184,8,0.875,1.0
answer,17,speaker,actor_07_statement_None,184,8,0.875,0.9375
answer,17,speaker,actor_08_statement_None,184,8,0.625,0.75
answer,17,speaker,actor_09_statement_None,184,8,0.5,0.6875
answer,17,speaker,actor_10_statement_None,184,8,0.5,0.5
answer,17,speaker,actor_11_statement_None,184,8,0.75,1.0
answer,17,speaker,actor_12_statement_None,184,8,0.625,0.8125
answer,17,speaker,actor_13_statement_None,184,8,0.5,0.75
answer,17,speaker,actor_14_statement_None,184,8,0.375,0.375
answer,17,speaker,actor_15_statement_None,184,8,0.625,0.625
answer,17,speaker,actor_16_statement_None,184,8,0.375,0.5
answer,17,speaker,actor_17_statement_None,184,8,0.625,0.6875
answer,17,speaker,actor_18_statement_None,184,8,0.5,0.5
answer,17,speaker,actor_19_statement_None,184,8,0.75,0.75
answer,17,speaker,actor_20_statement_None,184,8,0.875,0.9375
answer,17,speaker,actor_21_statement_None,184,8,0.375,0.5625
answer,17,speaker,actor_22_statement_None,184,8,1.0,1.0
answer,17,speaker,actor_23_statement_None,184,8,1.0,1.0
answer,17,speaker,actor_24_statement_None,184,8,0.625,0.75
answer,17,statement,actor_None_statement_01,96,96,0.5,0.6345486111111112
answer,17,statement,actor_None_statement_02,96,96,0.4895833333333333,0.6953125
answer,17,joint,actor_01_statement_01,92,4,0.5,0.5
answer,17,joint,actor_01_statement_02,92,4,0.5,0.25
answer,17,joint,actor_02_statement_01,92,4,0.5,0.0
answer,17,joint,actor_02_statement_02,92,4,0.5,1.0
answer,17,joint,actor_03_statement_01,92,4,0.5,0.5
answer,17,joint,actor_03_statement_02,92,4,0.5,0.0
answer,17,joint,actor_04_statement_01,92,4,0.5,0.0
answer,17,joint,actor_04_statement_02,92,4,0.5,1.0
answer,17,joint,actor_05_statement_01,92,4,0.5,1.0
answer,17,joint,actor_05_statement_02,92,4,0.5,0.5
answer,17,joint,actor_06_statement_01,92,4,0.5,0.5
answer,17,joint,actor_06_statement_02,92,4,0.5,1.0
answer,17,joint,actor_07_statement_01,92,4,0.5,0.5
answer,17,joint,actor_07_statement_02,92,4,0.5,1.0
answer,17,joint,actor_08_statement_01,92,4,0.5,1.0
answer,17,joint,actor_08_statement_02,92,4,0.75,0.5
answer,17,joint,actor_09_statement_01,92,4,0.5,0.5
answer,17,joint,actor_09_statement_02,92,4,0.5,0.25
answer,17,joint,actor_10_statement_01,92,4,0.5,0.0
answer,17,joint,actor_10_statement_02,92,4,0.25,0.5
answer,17,joint,actor_11_statement_01,92,4,0.5,1.0
answer,17,joint,actor_11_statement_02,92,4,0.5,1.0
answer,17,joint,actor_12_statement_01,92,4,0.5,0.5
answer,17,joint,actor_12_statement_02,92,4,0.5,1.0
answer,17,joint,actor_13_statement_01,92,4,0.5,0.75
answer,17,joint,actor_13_statement_02,92,4,0.5,0.75
answer,17,joint,actor_14_statement_01,92,4,0.5,0.75
answer,17,joint,actor_14_statement_02,92,4,0.5,0.75
answer,17,joint,actor_15_statement_01,92,4,0.5,1.0
answer,17,joint,actor_15_statement_02,92,4,0.5,0.0
answer,17,joint,actor_16_statement_01,92,4,0.5,0.75
answer,17,joint,actor_16_statement_02,92,4,0.5,0.75
answer,17,joint,actor_17_statement_01,92,4,0.5,0.5
answer,17,joint,actor_17_statement_02,92,4,0.5,1.0
answer,17,joint,actor_18_statement_01,92,4,0.5,0.5
answer,17,joint,actor_18_statement_02,92,4,0.5,0.75
answer,17,joint,actor_19_statement_01,92,4,0.5,0.75
answer,17,joint,actor_19_statement_02,92,4,0.5,0.5
answer,17,joint,actor_20_statement_01,92,4,0.75,1.0
answer,17,joint,actor_20_statement_02,92,4,0.5,1.0
answer,17,joint,actor_21_statement_01,92,4,0.5,0.5
answer,17,joint,actor_21_statement_02,92,4,0.5,1.0
answer,17,joint,actor_22_statement_01,92,4,0.5,0.5
answer,17,joint,actor_22_statement_02,92,4,0.5,1.0
answer,17,joint,actor_23_statement_01,92,4,0.5,1.0
answer,17,joint,actor_23_statement_02,92,4,0.5,0.5
answer,17,joint,actor_24_statement_01,92,4,0.5,0.5
answer,17,joint,actor_24_statement_02,92,4,0.5,0.75
answer,18,speaker,actor_01_statement_None,184,8,0.625,0.5625
answer,18,speaker,actor_02_statement_None,184,8,0.75,0.875
answer,18,speaker,actor_03_statement_None,184,8,0.75,0.75
answer,18,speaker,actor_04_statement_None,184,8,0.75,0.8125
answer,18,speaker,actor_05_statement_None,184,8,0.625,0.6875
answer,18,speaker,actor_06_statement_None,184,8,0.875,1.0
answer,18,speaker,actor_07_statement_None,184,8,0.75,0.9375
answer,18,speaker,actor_08_statement_None,184,8,0.75,0.8125
answer,18,speaker,actor_09_statement_None,184,8,0.625,0.75
answer,18,speaker,actor_10_statement_None,184,8,0.625,0.5
answer,18,speaker,actor_11_statement_None,184,8,0.75,1.0
answer,18,speaker,actor_12_statement_None,184,8,0.75,0.8125
answer,18,speaker,actor_13_statement_None,184,8,0.5,0.75
answer,18,speaker,actor_14_statement_None,184,8,0.375,0.5625
answer,18,speaker,actor_15_statement_None,184,8,0.625,0.5625
answer,18,speaker,actor_16_statement_None,184,8,0.5,0.5
answer,18,speaker,actor_17_statement_None,184,8,0.75,0.6875
answer,18,speaker,actor_18_statement_None,184,8,0.5,0.4375
answer,18,speaker,actor_19_statement_None,184,8,0.75,0.75
answer,18,speaker,actor_20_statement_None,184,8,0.875,0.9375
answer,18,speaker,actor_21_statement_None,184,8,0.375,0.5
answer,18,speaker,actor_22_statement_None,184,8,1.0,1.0
answer,18,speaker,actor_23_statement_None,184,8,1.0,1.0
answer,18,speaker,actor_24_statement_None,184,8,0.875,0.875
answer,18,statement,actor_None_statement_01,96,96,0.5,0.5998263888888888
answer,18,statement,actor_None_statement_02,96,96,0.5520833333333334,0.6623263888888888
answer,18,joint,actor_01_statement_01,92,4,0.5,0.5
answer,18,joint,actor_01_statement_02,92,4,0.5,0.25
answer,18,joint,actor_02_statement_01,92,4,0.5,0.25
answer,18,joint,actor_02_statement_02,92,4,0.5,0.75
answer,18,joint,actor_03_statement_01,92,4,0.5,0.25
answer,18,joint,actor_03_statement_02,92,4,0.5,0.0
answer,18,joint,actor_04_statement_01,92,4,0.5,0.0
answer,18,joint,actor_04_statement_02,92,4,0.75,1.0
answer,18,joint,actor_05_statement_01,92,4,0.5,1.0
answer,18,joint,actor_05_statement_02,92,4,0.5,0.5
answer,18,joint,actor_06_statement_01,92,4,0.5,0.5
answer,18,joint,actor_06_statement_02,92,4,0.75,1.0
answer,18,joint,actor_07_statement_01,92,4,0.5,0.5
answer,18,joint,actor_07_statement_02,92,4,0.5,1.0
answer,18,joint,actor_08_statement_01,92,4,0.5,1.0
answer,18,joint,actor_08_statement_02,92,4,0.75,0.5
answer,18,joint,actor_09_statement_01,92,4,0.25,0.5
answer,18,joint,actor_09_statement_02,92,4,0.5,0.0
answer,18,joint,actor_10_statement_01,92,4,0.5,0.5
answer,18,joint,actor_10_statement_02,92,4,0.5,0.25
answer,18,joint,actor_11_statement_01,92,4,0.5,0.75
answer,18,joint,actor_11_statement_02,92,4,0.5,0.75
answer,18,joint,actor_12_statement_01,92,4,0.5,0.5
answer,18,joint,actor_12_statement_02,92,4,0.75,1.0
answer,18,joint,actor_13_statement_01,92,4,0.5,0.75
answer,18,joint,actor_13_statement_02,92,4,0.75,0.5
answer,18,joint,actor_14_statement_01,92,4,0.5,0.5
answer,18,joint,actor_14_statement_02,92,4,0.5,1.0
answer,18,joint,actor_15_statement_01,92,4,0.5,0.75
answer,18,joint,actor_15_statement_02,92,4,0.25,0.0
answer,18,joint,actor_16_statement_01,92,4,0.5,0.75
answer,18,joint,actor_16_statement_02,92,4,0.5,0.75
answer,18,joint,actor_17_statement_01,92,4,0.5,0.5
answer,18,joint,actor_17_statement_02,92,4,0.5,0.5
answer,18,joint,actor_18_statement_01,92,4,0.5,0.5
answer,18,joint,actor_18_statement_02,92,4,0.5,0.75
answer,18,joint,actor_19_statement_01,92,4,0.5,0.5
answer,18,joint,actor_19_statement_02,92,4,0.25,0.25
answer,18,joint,actor_20_statement_01,92,4,0.75,1.0
answer,18,joint,actor_20_statement_02,92,4,0.75,1.0
answer,18,joint,actor_21_statement_01,92,4,0.5,0.5
answer,18,joint,actor_21_statement_02,92,4,0.5,1.0
answer,18,joint,actor_22_statement_01,92,4,0.5,0.5
answer,18,joint,actor_22_statement_02,92,4,1.0,1.0
answer,18,joint,actor_23_statement_01,92,4,0.5,1.0
answer,18,joint,actor_23_statement_02,92,4,0.25,0.25
answer,18,joint,actor_24_statement_01,92,4,0.5,0.5
answer,18,joint,actor_24_statement_02,92,4,0.5,0.75
answer,19,speaker,actor_01_statement_None,184,8,0.75,0.625
answer,19,speaker,actor_02_statement_None,184,8,0.75,1.0
answer,19,speaker,actor_03_statement_None,184,8,0.625,0.625
answer,19,speaker,actor_04_statement_None,184,8,0.75,0.75
answer,19,speaker,actor_05_statement_None,184,8,0.625,0.75
answer,19,speaker,actor_06_statement_None,184,8,0.75,1.0
answer,19,speaker,actor_07_statement_None,184,8,0.75,0.75
answer,19,speaker,actor_08_statement_None,184,8,1.0,1.0
answer,19,speaker,actor_09_statement_None,184,8,0.75,0.8125
answer,19,speaker,actor_10_statement_None,184,8,0.5,0.5625
answer,19,speaker,actor_11_statement_None,184,8,0.75,1.0
answer,19,speaker,actor_12_statement_None,184,8,0.75,0.875
answer,19,speaker,actor_13_statement_None,184,8,0.5,0.625
answer,19,speaker,actor_14_statement_None,184,8,0.625,0.5625
answer,19,speaker,actor_15_statement_None,184,8,0.5,0.5
answer,19,speaker,actor_16_statement_None,184,8,0.5,0.5
answer,19,speaker,actor_17_statement_None,184,8,0.75,0.75
answer,19,speaker,actor_18_statement_None,184,8,0.625,0.5
answer,19,speaker,actor_19_statement_None,184,8,0.75,0.75
answer,19,speaker,actor_20_statement_None,184,8,0.875,0.9375
answer,19,speaker,actor_21_statement_None,184,8,0.375,0.375
answer,19,speaker,actor_22_statement_None,184,8,0.875,1.0
answer,19,speaker,actor_23_statement_None,184,8,1.0,1.0
answer,19,speaker,actor_24_statement_None,184,8,0.5,0.8125
answer,19,statement,actor_None_statement_01,96,96,0.53125,0.5802951388888888
answer,19,statement,actor_None_statement_02,96,96,0.46875,0.6875
answer,19,joint,actor_01_statement_01,92,4,0.5,0.25
answer,19,joint,actor_01_statement_02,92,4,0.5,0.5
answer,19,joint,actor_02_statement_01,92,4,0.5,0.25
answer,19,joint,actor_02_statement_02,92,4,0.5,0.75
answer,19,joint,actor_03_statement_01,92,4,0.5,0.25
answer,19,joint,actor_03_statement_02,92,4,0.5,0.0
answer,19,joint,actor_04_statement_01,92,4,0.5,0.0
answer,19,joint,actor_04_statement_02,92,4,0.5,1.0
answer,19,joint,actor_05_statement_01,92,4,0.5,0.75
answer,19,joint,actor_05_statement_02,92,4,0.5,0.5
answer,19,joint,actor_06_statement_01,92,4,0.5,0.5
answer,19,joint,actor_06_statement_02,92,4,0.5,1.0
answer,19,joint,actor_07_statement_01,92,4,0.5,0.5
answer,19,joint,actor_07_statement_02,92,4,0.5,1.0
answer,19,joint,actor_08_statement_01,92,4,0.5,0.75
answer,19,joint,actor_08_statement_02,92,4,0.25,0.5
answer,19,joint,actor_09_statement_01,92,4,0.25,0.5
answer,19,joint,actor_09_statement_02,92,4,0.5,0.25
answer,19,joint,actor_10_statement_01,92,4,0.5,0.0
answer,19,joint,actor_10_statement_02,92,4,0.25,0.25
answer,19,joint,actor_11_statement_01,92,4,0.75,0.75
answer,19,joint,actor_11_statement_02,92,4,0.5,0.75
answer,19,joint,actor_12_statement_01,92,4,0.5,1.0
answer,19,joint,actor_12_statement_02,92,4,0.5,1.0
answer,19,joint,actor_13_statement_01,92,4,0.5,0.75
answer,19,joint,actor_13_statement_02,92,4,0.5,0.5
answer,19,joint,actor_14_statement_01,92,4,0.5,0.5
answer,19,joint,actor_14_statement_02,92,4,0.5,0.75
answer,19,joint,actor_15_statement_01,92,4,0.5,1.0
answer,19,joint,actor_15_statement_02,92,4,0.5,0.25
answer,19,joint,actor_16_statement_01,92,4,0.5,0.75
answer,19,joint,actor_16_statement_02,92,4,0.5,0.75
answer,19,joint,actor_17_statement_01,92,4,0.5,0.5
answer,19,joint,actor_17_statement_02,92,4,0.5,0.75
answer,19,joint,actor_18_statement_01,92,4,0.5,0.5
answer,19,joint,actor_18_statement_02,92,4,0.5,0.5
answer,19,joint,actor_19_statement_01,92,4,0.5,0.75
answer,19,joint,actor_19_statement_02,92,4,0.5,0.5
answer,19,joint,actor_20_statement_01,92,4,0.5,1.0
answer,19,joint,actor_20_statement_02,92,4,0.5,1.0
answer,19,joint,actor_21_statement_01,92,4,0.5,0.5
answer,19,joint,actor_21_statement_02,92,4,0.5,1.0
answer,19,joint,actor_22_statement_01,92,4,0.5,0.5
answer,19,joint,actor_22_statement_02,92,4,0.5,1.0
answer,19,joint,actor_23_statement_01,92,4,0.5,0.75
answer,19,joint,actor_23_statement_02,92,4,0.5,0.5
answer,19,joint,actor_24_statement_01,92,4,0.5,0.25
answer,19,joint,actor_24_statement_02,92,4,0.5,0.75
answer,20,speaker,actor_01_statement_None,184,8,0.75,0.6875
answer,20,speaker,actor_02_statement_None,184,8,0.75,0.875
answer,20,speaker,actor_03_statement_None,184,8,0.75,0.75
answer,20,speaker,actor_04_statement_None,184,8,0.75,0.75
answer,20,speaker,actor_05_statement_None,184,8,0.5,0.75
answer,20,speaker,actor_06_statement_None,184,8,1.0,1.0
